molecular_weight,logP,TPSA,H_bond_donors,H_bond_acceptors,rotatable_bonds,ring_count,label
980.9839999999999,3.317200000000004,251.63999999999993,2.0,18.0,15.0,10.0,1.0
266.304,2.6512200000000012,58.12,1.0,4.0,1.0,4.0,1.0
1983.294,-0.9675000000000094,676.21,21.0,35.0,24.0,16.0,1.0
1816.7160000000003,4.16800000000001,572.51,21.0,29.0,22.0,15.0,1.0
244.247,-0.8778000000000001,147.31,5.0,5.0,4.0,1.0,1.0
372.41700000000003,4.031600000000003,71.44,1.0,3.0,4.0,3.0,1.0
429.6040000000001,5.406500000000006,40.540000000000006,1.0,3.0,2.0,5.0,1.0
536.5440000000004,4.115000000000005,104.03000000000002,1.0,8.0,3.0,9.0,1.0
1853.1770000000006,4.589800000000009,572.51,21.0,29.0,22.0,15.0,1.0
265.36,2.4789000000000003,19.37,0.0,3.0,0.0,4.0,1.0
822.9530000000002,4.335420000000004,220.14999999999995,6.0,15.0,4.0,6.0,1.0
542.9690000000005,1.1729,194.70999999999998,5.0,10.0,11.0,2.0,1.0
195.21799999999996,0.7366999999999997,83.55,3.0,3.0,3.0,1.0,1.0
720.9620000000003,5.905200000000006,145.78,4.0,9.0,17.0,4.0,1.0
449.5910000000002,5.425800000000006,68.12,1.0,5.0,5.0,5.0,1.0
331.86800000000005,4.880900000000004,12.47,0.0,3.0,4.0,3.0,1.0
295.45099999999996,4.6757000000000035,3.24,0.0,2.0,3.0,3.0,1.0
489.4060000000001,5.496400000000005,65.84,1.0,5.0,4.0,5.0,1.0
31.998,0.067,34.14,0.0,2.0,0.0,0.0,1.0
508.5270000000001,6.717400000000005,54.37,1.0,3.0,3.0,5.0,1.0
467.4623053340001,3.9924800000000022,76.44,1.0,4.0,4.0,3.0,1.0
608.6880000000001,4.171100000000003,117.78000000000002,1.0,10.0,8.0,6.0,1.0
416.64600000000024,5.560600000000008,60.69,3.0,3.0,5.0,3.0,1.0
112.08799999999998,-0.9368000000000001,65.72,2.0,2.0,0.0,1.0,1.0
279.383,3.9624000000000033,12.47,0.0,2.0,3.0,3.0,1.0
491.5440000000003,3.8203000000000022,111.01,1.0,8.0,7.0,4.0,1.0
184.49099999999999,2.3528000000000002,9.23,0.0,1.0,2.0,0.0,1.0
411.31200000000007,-1.151599999999996,158.82,5.0,6.0,11.0,0.0,1.0
488.5770000000004,3.6993000000000027,116.20000000000002,1.0,8.0,6.0,4.0,1.0
230.263,3.036500000000001,46.53,1.0,2.0,3.0,2.0,1.0
242.231,-1.51428,104.55000000000001,3.0,6.0,2.0,2.0,1.0
505.57100000000037,4.2104000000000035,111.01,1.0,8.0,7.0,4.0,1.0
534.9441017780002,5.1266200000000035,91.16000000000001,1.0,7.0,9.0,4.0,1.0
360.3660000000001,2.5657000000000005,107.77000000000001,1.0,7.0,5.0,2.0,1.0
505.6550000000004,5.1695000000000055,72.91,0.0,6.0,6.0,5.0,1.0
531.0050000000003,3.651100000000003,137.18,3.0,8.0,9.0,3.0,1.0
790.9909999999999,4.589700000000004,208.55999999999997,7.0,9.0,11.0,6.0,1.0
331.46299999999997,3.9079200000000025,19.370000000000005,0.0,3.0,4.0,4.0,1.0
245.3659999999999,3.2997200000000024,20.310000000000002,0.0,2.0,4.0,2.0,1.0
408.8820000000002,2.2663,99.88000000000001,2.0,7.0,8.0,2.0,1.0
354.4900000000001,5.645560000000006,35.53,0.0,3.0,7.0,1.0,1.0
322.496,4.392300000000004,6.48,0.0,2.0,8.0,3.0,1.0
270.2100000000001,2.99948,73.12,2.0,3.0,2.0,1.0,1.0
280.415,3.7874000000000025,6.48,0.0,2.0,4.0,3.0,1.0
707.8649999999999,4.986300000000004,110.16000000000003,0.0,12.0,13.0,6.0,1.0
433.59200000000016,4.972200000000006,57.61,1.0,4.0,3.0,5.0,1.0
293.454,4.867000000000004,3.24,0.0,1.0,2.0,3.0,1.0
351.40999999999997,1.559399999999999,68.78,1.0,5.0,2.0,4.0,1.0
296.41400000000004,3.625300000000003,28.4,1.0,3.0,1.0,5.0,0.0
331.46000000000004,3.1789700000000014,88.2,3.0,3.0,4.0,2.0,0.0
142.58499999999998,2.3540200000000002,20.23,1.0,1.0,0.0,1.0,0.0
296.21200000000005,3.252020000000001,36.42,2.0,3.0,2.0,2.0,0.0
299.41800000000006,4.520800000000004,58.040000000000006,2.0,4.0,2.0,2.0,0.0
279.321,2.4417999999999997,95.66,3.0,4.0,2.0,2.0,0.0
241.268,0.7199999999999999,75.63,2.0,5.0,3.0,2.0,0.0
141.12599999999998,0.12759999999999994,46.61000000000001,0.0,3.0,0.0,2.0,0.0
320.82000000000005,2.6994000000000007,40.620000000000005,0.0,2.0,3.0,3.0,0.0
334.80700000000013,3.219900000000001,93.29,3.0,6.0,4.0,3.0,0.0
259.349,2.6397000000000013,38.33,1.0,2.0,4.0,3.0,0.0
211.30499999999998,2.1616,29.54,0.0,2.0,2.0,2.0,0.0
295.34600000000006,2.3202,55.95,0.0,5.0,3.0,4.0,0.0
214.268,2.0725,36.1,1.0,1.0,0.0,3.0,0.0
299.33000000000004,2.489920000000001,91.15,3.0,5.0,4.0,3.0,0.0
300.36100000000005,4.701100000000004,27.05,0.0,3.0,3.0,4.0,0.0
310.144,2.002,83.67,1.0,5.0,2.0,3.0,0.0
409.50500000000017,3.395940000000002,43.86,0.0,3.0,3.0,4.0,0.0
337.4050000000001,0.5545999999999995,119.31000000000002,3.0,9.0,5.0,4.0,0.0
370.4270000000001,0.3495000000000008,102.86999999999999,0.0,8.0,7.0,2.0,0.0
259.3929999999999,3.5306000000000024,12.47,0.0,2.0,2.0,3.0,0.0
433.5120000000002,3.137640000000002,72.72000000000001,0.0,7.0,4.0,5.0,0.0
225.24699999999999,3.029700000000001,42.230000000000004,1.0,2.0,1.0,3.0,0.0
327.8550000000001,4.325200000000004,23.47,1.0,2.0,0.0,4.0,0.0
391.4280000000001,1.1835200000000001,108.96000000000001,1.0,6.0,4.0,3.0,0.0
272.32599999999996,0.25779999999999964,86.71000000000001,2.0,4.0,5.0,1.0,0.0
334.39700000000005,2.1321000000000003,84.5,2.0,4.0,6.0,2.0,0.0
205.30100000000002,2.9134200000000012,29.1,1.0,1.0,4.0,1.0,0.0
383.45600000000013,1.1403999999999992,85.34,0.0,9.0,8.0,4.0,0.0
413.5660000000004,2.37,72.53999999999999,1.0,4.0,3.0,5.0,0.0
342.2220000000001,4.379100000000003,66.4,2.0,2.0,3.0,2.0,0.0
345.423,5.106300000000003,39.19,0.0,4.0,5.0,4.0,0.0
283.12100000000004,3.6026000000000025,50.44,1.0,2.0,4.0,2.0,0.0
169.18399999999997,0.5354999999999999,56.27000000000001,1.0,5.0,3.0,1.0,0.0
355.4380000000001,2.9245600000000014,64.43,0.0,5.0,5.0,3.0,0.0
332.762,3.4707000000000017,49.410000000000004,1.0,2.0,3.0,3.0,0.0
348.46800000000013,3.077300000000001,59.59,2.0,4.0,6.0,2.0,0.0
203.24099999999999,2.41202,31.23,0.0,3.0,1.0,2.0,0.0
239.29600000000002,1.4834,58.56,2.0,4.0,3.0,2.0,0.0
240.25799999999998,3.098700000000002,46.53,1.0,3.0,1.0,3.0,0.0
306.77400000000006,3.2471000000000014,59.06,1.0,4.0,4.0,2.0,0.0
312.3770000000001,3.2194400000000014,79.97,1.0,7.0,5.0,3.0,0.0
178.235,0.8017999999999998,35.5,2.0,3.0,1.0,2.0,0.0
228.24699999999999,3.4644600000000016,43.35,0.0,3.0,0.0,3.0,0.0
348.4900000000002,5.306220000000005,28.259999999999998,1.0,2.0,4.0,4.0,0.0
305.37400000000014,2.4890000000000008,48.0,0.0,5.0,4.0,3.0,0.0
341.411,3.257200000000001,53.160000000000004,3.0,2.0,3.0,3.0,0.0
331.1650000000001,4.231100000000002,39.44,0.0,3.0,2.0,3.0,0.0
201.233,1.5058199999999995,76.72,2.0,5.0,2.0,2.0,0.0
285.174,3.9654000000000016,48.91,2.0,2.0,4.0,2.0,0.0
305.403,3.0912000000000006,75.11,2.0,5.0,5.0,3.0,0.0
328.349,3.663100000000001,102.68,4.0,6.0,4.0,3.0,0.0
349.312,3.466800000000001,70.23,3.0,3.0,3.0,3.0,0.0
267.317,2.7094200000000006,55.97,0.0,6.0,1.0,4.0,0.0
303.789,4.480900000000004,38.33,1.0,2.0,5.0,2.0,0.0
326.50900000000007,6.0507200000000045,24.06,2.0,1.0,4.0,2.0,0.0
229.279,2.629500000000001,37.38,0.0,2.0,3.0,2.0,0.0
290.32200000000006,3.824320000000002,51.22,1.0,4.0,2.0,4.0,0.0
282.756,2.1993,59.81,1.0,5.0,4.0,2.0,0.0
303.3140000000001,1.7092999999999998,74.19,0.0,6.0,4.0,2.0,0.0
278.26,2.37972,85.97000000000001,1.0,5.0,4.0,2.0,0.0
313.27900000000005,3.0729000000000006,56.15,1.0,4.0,3.0,2.0,0.0
335.841,4.121200000000003,47.900000000000006,1.0,6.0,4.0,3.0,0.0
312.3440000000001,3.125720000000001,49.410000000000004,1.0,2.0,3.0,3.0,0.0
221.22000000000003,0.3278999999999995,92.79,2.0,6.0,4.0,2.0,0.0
182.22299999999998,1.64472,55.12,1.0,3.0,1.0,1.0,0.0
307.34900000000005,2.2958999999999996,57.61000000000001,1.0,3.0,1.0,4.0,0.0
219.16199999999995,2.5436000000000005,38.33,1.0,2.0,2.0,1.0,0.0
297.745,3.7518000000000016,72.03,2.0,4.0,2.0,3.0,0.0
333.31500000000005,2.6384000000000007,73.86,1.0,5.0,6.0,2.0,0.0
337.5040000000002,4.6669000000000045,66.39999999999999,2.0,2.0,3.0,2.0,0.0
312.20700000000016,3.2768000000000015,38.33,1.0,2.0,4.0,2.0,0.0
267.32499999999993,2.001,81.78,2.0,4.0,8.0,1.0,0.0
275.3479999999999,3.382100000000002,55.4,1.0,3.0,4.0,2.0,0.0
348.398,4.5584200000000035,44.760000000000005,0.0,4.0,7.0,3.0,0.0
273.126,3.0574000000000012,35.53,0.0,3.0,4.0,1.0,0.0
287.384,3.0425000000000013,46.17,1.0,2.0,3.0,3.0,0.0
321.37300000000005,2.4044000000000008,76.07000000000001,1.0,4.0,6.0,2.0,0.0
124.13899999999998,1.70894,30.21,0.0,2.0,1.0,1.0,0.0
245.238,1.8852999999999998,84.23,2.0,4.0,3.0,2.0,0.0
326.37700000000007,3.9517000000000015,59.59,2.0,4.0,3.0,4.0,0.0
320.3960000000001,4.347940000000003,58.95,2.0,3.0,3.0,3.0,0.0
201.09600000000003,3.422900000000002,0.0,0.0,0.0,2.0,2.0,0.0
318.37999999999994,4.393700000000003,58.95,2.0,3.0,4.0,4.0,0.0
245.03099999999995,3.2978000000000005,38.05,2.0,2.0,1.0,1.0,0.0
183.63799999999998,2.3227,20.310000000000002,0.0,1.0,3.0,1.0,0.0
348.4460000000001,4.312800000000004,45.33,1.0,3.0,1.0,5.0,0.0
221.29999999999995,2.4586000000000006,63.32000000000001,2.0,2.0,3.0,1.0,0.0
338.81600000000003,1.9598999999999993,89.25999999999999,2.0,3.0,5.0,2.0,0.0
270.263,2.4913000000000007,49.410000000000004,1.0,3.0,3.0,3.0,0.0
348.333,4.591800000000002,75.36,2.0,4.0,3.0,4.0,0.0
342.37000000000006,2.6461000000000006,58.64,1.0,4.0,6.0,3.0,0.0
310.7840000000001,5.445620000000003,41.13,2.0,1.0,2.0,3.0,0.0
269.29999999999995,3.0176000000000007,70.16,2.0,2.0,3.0,3.0,0.0
344.43600000000004,2.4877200000000004,57.690000000000005,0.0,3.0,3.0,3.0,0.0
338.44699999999995,4.876900000000004,54.370000000000005,1.0,2.0,3.0,4.0,0.0
279.188,2.7952000000000012,34.14,0.0,2.0,4.0,2.0,0.0
324.72000000000014,1.8695999999999995,85.89,2.0,5.0,2.0,3.0,0.0
260.337,1.50807,55.08,1.0,4.0,3.0,3.0,0.0
331.40000000000003,3.030800000000001,47.260000000000005,0.0,5.0,3.0,4.0,0.0
